WELL DEPT GR MR DR SR NPHI RHOB DT VSH RW
LL-4	119.0	nan	nan	nan	nan	nan	nan	nan	nan	0.197903
LL-4	119.5	nan	nan	nan	nan	nan	nan	nan	nan	0.197872
LL-4	120.0	nan	nan	nan	nan	nan	nan	nan	nan	0.197841
LL-4	120.5	nan	nan	nan	nan	nan	nan	nan	nan	0.197811
LL-4	121.0	nan	nan	nan	nan	nan	nan	nan	nan	0.19778
LL-4	121.5	nan	nan	nan	nan	nan	nan	nan	nan	0.19775
LL-4	122.0	nan	nan	nan	nan	nan	nan	nan	nan	0.197719
LL-4	122.5	nan	nan	nan	nan	nan	nan	nan	nan	0.197689
LL-4	123.0	nan	nan	nan	nan	nan	nan	nan	nan	0.197658
LL-4	123.5	nan	nan	nan	nan	nan	nan	nan	nan	0.197628
LL-4	124.0	nan	nan	nan	nan	nan	nan	nan	nan	0.197597
LL-4	124.5	nan	nan	nan	nan	nan	nan	nan	nan	0.197567
LL-4	125.0	nan	nan	nan	nan	nan	nan	nan	nan	0.197536
LL-4	125.5	nan	nan	nan	nan	nan	nan	nan	nan	0.197506
LL-4	126.0	nan	nan	nan	nan	nan	nan	nan	nan	0.197475
LL-4	126.5	nan	nan	nan	nan	nan	nan	nan	nan	0.197445
LL-4	127.0	nan	nan	nan	nan	nan	nan	nan	nan	0.197414
LL-4	127.5	nan	nan	nan	nan	nan	nan	nan	nan	0.197384
LL-4	128.0	nan	nan	nan	nan	nan	nan	nan	nan	0.197353
LL-4	128.5	nan	nan	nan	nan	nan	nan	nan	nan	0.197323
LL-4	129.0	nan	nan	nan	nan	nan	nan	nan	nan	0.197292
LL-4	129.5	nan	nan	nan	nan	nan	nan	nan	nan	0.197262
LL-4	130.0	nan	nan	nan	nan	nan	nan	nan	nan	0.197232
LL-4	130.5	nan	nan	nan	nan	nan	nan	nan	nan	0.197201
LL-4	131.0	nan	nan	nan	nan	nan	nan	nan	nan	0.197171
LL-4	131.5	nan	nan	nan	nan	nan	nan	nan	nan	0.19714
LL-4	132.0	nan	nan	nan	nan	nan	nan	nan	nan	0.19711
LL-4	132.5	nan	nan	nan	nan	nan	nan	nan	nan	0.19708
LL-4	133.0	nan	nan	nan	nan	nan	nan	nan	nan	0.197049
LL-4	133.5	nan	nan	nan	nan	nan	nan	nan	nan	0.197019
LL-4	134.0	nan	nan	nan	nan	nan	nan	nan	nan	0.196989
LL-4	134.5	nan	nan	nan	nan	nan	nan	nan	nan	0.196958
LL-4	135.0	nan	nan	nan	nan	nan	nan	nan	nan	0.196928
